Pathway,Description,F_JC1,F_JC2,F_JC3,F_JC4,S_MC5,F_LW3,F_LW2,F_LW1,F_JC5,F_MC2,F_MC1,F_LW5,F_LW4,F_MC4,F_MC3,S_JC1,F_MC5,S_JC4,S_JC3,S_JC2,S_MC3,S_MC4,S_LW2,S_LW3,S_JC5,S_LW1,S_MC1,S_MC2,S_LW4,S_LW5,Pathwaymap,Total
ko01230,Biosynthesis of amino acids,1020816,846158,1012560,1247796,1121578,892502,773046,1486542,1103464,1140610,1139768,1059398,1178528,1083880,981782,1131150,1021962,1132524,1125250,1107782,1276504,1209632,1054400,1194198,1390734,1110356,1171402,1142608,1187664,1091076,http://www.genome.jp/kegg-bin/show_pathway?ko01230+K14155+K01814+K00831+K01778+K00003+K00948+K01914+K01652+K00548+K05825+K00215+K00052+K01736+K01626+K00600+K00615+K00031+K00014+K01649+K01915+K00147+K00927+K04518+K00826+K01738+K02502+K01624+K00013+K03856+K01733+K00789+K01647+K00134+K00058+K01940+K01752+K01703+K15633+K01735+K01681+K01620+K06001+K14170+K01696+K00928+K00133+K00817+K00800+K15634+K01803+K01689+K02500+K01960+K00850+K00873+K12524+K03340+K01586+K15635+K08093+K01834+K00812+K00145+K01243+K00931+K01807+K00620+K01754+K10206+K00053+K01714+K00872+K13497+K00821+K00266+K01755+K00651+K00930+K11358+K00265+K01687+K01695+K04486+K00611+K01739+K00030+K00286+K01817+K00290+K01439+K04516+K00640+K07173+K01958+K03786+K00619+K02501+K01783+K01693+K04517+K16793+K01704+K00891+K01808+K02203+K11755+K01657+K01750+K00765+K13829+K01496+K03785+K01653+K09011+K00674+K01609+K06209+K00841+K14260+K01523+K14682+K00836+K01959+K01438+K05822+K08094+K00210+K09758+K01476+K13812+K00616+K01622+K16370+K00150+K00832+K00549+K14187+K00766+K01089+K17462+K01760+K01079+K10977+K16792+K01758+K12339+K11645+K16306+K13832+K05359+K02204+K10978+K18284+K01663+K06208+K13830+K04093+K01658+K01623+K16305+K00220+K13831+K01713+K01697+K00813+K01850+K13498+K15849+K00814+K05823+K13853+K17216+K13810+K15226+K14455+K14681+K00264+K04092+K00143+K05830+K14152+K14454+K05602+K17989+K17217+K01948+K12525+K01682+K17069+K01694+K05824+K12657+K00818+K14267,33435670
ko01501,beta-Lactam resistance,148660,118898,143314,180186,140476,115350,101504,201716,161376,159580,166250,135920,160272,157650,143516,140294,150396,139898,140816,143066,163666,154144,140302,152840,174348,153748,149378,144546,165746,157798,http://www.genome.jp/kegg-bin/show_pathway?ko01501+K01207+K15582+K05366+K05515+K03587+K15580+K10823+K15583+K02172+K15581+K12555+K03585+K17836+K18138+K08218+K17837+K03693+K12340+K18139+K02171+K01467+K18104+K12553+K18148+K12552+K02545+K00687+K18146+K12556+K18144+K18136+K02547+K18143+K18135+K18094+K18145,4505654
ko01502,Vancomycin resistance,94036,76986,91182,114984,91520,74548,69028,121738,100868,109982,105374,84840,101634,102984,89192,94146,93700,91080,93708,94344,109258,101132,86716,96896,116962,86816,100804,96934,101588,98814,http://www.genome.jp/kegg-bin/show_pathway?ko01502+K08641+K02563+K01929+K01775+K07260+K01000+K18346+K01921+K18350+K18856+K18866+K18349+K18344+K18348+K18345+K18347+K15739,2891794
ko01503,Cationic antimicrobial peptide (CAMP) resistance,58190,44778,54398,72668,60222,46888,44780,73948,60876,63662,64206,51402,62556,65202,53598,59872,58134,59104,59838,57046,72486,61304,52786,58348,79376,63540,64228,55256,62816,55758,http://www.genome.jp/kegg-bin/show_pathway?ko01503+K01448+K04771+K10012+K03585+K03367+K18138+K00677+K12962+K12340+K06079+K03760+K03740+K01406+K07264+K14205+K07640+K03767+K10011+K12973+K03739+K13632+K14188+K13014+K19226+K12975+K01364+K07806+K03673+K07662+K08589+K01399+K07771+K07660+K01401+K19228+K19229,1797266
ko01521,EGFR tyrosine kinase inhibitor resistance,136,110,116,60,194,32636,52474,18742,82,142,124,48640,3302,96,98,766,58,102,140,100,122,154,21846,5186,106,6550,1018,142,5486,11928,http://www.genome.jp/kegg-bin/show_pathway?ko01521+K02991+K03259+K04371+K00922+K01110+K07203+K03083+K07827+K03099+K05859+K19663+K04688+K04368+K04456+K02833+K02677+K01116+K05094+K08052,210656
ko01522,Endocrine resistance,96,82,36,36,34,32262,48158,16712,46,66,86,44916,3280,46,38,640,24,10,14,12,20,24,19738,4750,40,5792,912,4,5026,11294,http://www.genome.jp/kegg-bin/show_pathway?ko01522+K02599+K04345+K04371+K00922+K20996+K07203+K07827+K03099+K06620+K04688+K04368+K05664+K04456+K02833+K02089+K09389+K08049+K04650+K04441+K08041+K04440,194194
ko01523,Antifolate resistance,57916,48234,59196,74650,61776,54408,54322,75438,61438,65546,62794,61144,59896,64080,56806,63992,59466,63374,64616,63490,74700,67524,57520,55872,80036,52690,66836,63838,59108,55264,http://www.genome.jp/kegg-bin/show_pathway?ko01523+K00600+K00560+K00602+K00297+K00287+K04467+K05666+K05665+K05673+K05667+K05668+K01307+K07209+K02580+K11787,1865970
ko01524,Platinum drug resistance,10302,7146,9024,11036,10034,27058,39290,23664,10760,9672,12124,38494,7752,9782,9358,9104,10044,8022,7736,8304,7436,9490,21990,12868,10686,20726,8988,9798,11368,15406,http://www.genome.jp/kegg-bin/show_pathway?ko01524+K17686+K04371+K00799+K00922+K03164+K05666+K08735+K02350+K06276+K08737+K04456+K08734+K08736+K10605+K04728+K02084+K08738,407462
ko02010,ABC transporters,460654,406488,459224,550474,474558,468818,385976,845890,503778,514994,526878,593734,553740,480894,460724,461468,475454,479016,442120,457092,489870,525502,548428,634472,554972,651260,475360,491672,578644,545116,http://www.genome.jp/kegg-bin/show_pathway?ko02010+K11071+K16786+K02040+K15582+K17076+K09693+K01997+K16787+K10118+K10117+K16199+K01995+K15771+K02016+K09812+K18889+K18890+K10439+K10112+K16785+K02010+K10540+K02015+K10440+K02013+K11051+K02020+K10546+K11069+K15580+K10823+K17318+K11072+K15553+K19976+K17320+K02073+K10562+K02066+K15583+K15770+K10541+K06861+K02038+K09817+K02065+K09816+K17319+K15581+K09811+K10548+K02017+K10542+K11070+K10119+K05772+K10441+K09690+K11085+K17074+K09815+K01999+K01998+K02071+K02037+K02006+K09691+K02072+K10202+K10201+K15555+K09697+K10547+K15772+K09808+K07091+K16784+K01996+K10200+K17073+K06857+K05813+K02067+K02036+K05773+K17206+K10543+K10007+K02011+K10238+K10560+K11720+K15599+K05815+K17244+K02012+K16783+K10559+K12368+K09692+K13894+K17202+K17215+K11076+K03523+K05845+K05816+K19350+K11050+K17213+K20344+K10188+K05814+K13891+K09810+K09696+K10538+K10192+K17245+K02042+K17246+K12541+K02041+K17234+K17235+K10040+K17240+K02007+K15552+K10539+K05685+K02048+K10555+K05776+K02044+K15584+K02018+K09996+K13893+K10549+K02195+K10190+K10561+K10545+K10557+K10194+K05658+K02009+K17236+K13896+K10036+K02062+K15554+K10041+K10551+K16013+K02008+K11004+K18888+K10010+K06726+K12370+K20459+K17203+K16014+K10193+K02471+K17242+K10039+K15585+K13889+K10005+K16916+K10009+K02193+K17204+K13895+K18893+K16012+K18104+K17317+K10108+K11603+K16961+K11960+K02194+K18231+K02064+K17214+K19309+K10544+K17239+K17243+K07323+K15600+K16963+K10189+K02046+K10111+K10556+K05846+K02045+K10017+K12369+K09969+K10558+K10227+K11631+K10236+K05847+K10233+K19349+K20491+K15587+K15598+K09814+K18230+K12372+K16907+K06159+K13890+K05657+K11073+K10008+K02000+K09689+K10537+K18887+K19226+K02063+K20461+K10831+K02424+K10107+K11954+K11959+K10550+K15551+K17205+K12371+K15495+K15586+K11962+K18216+K10237+K20460+K16960+K10197+K10109+K10006+K10553+K05660+K10110+K11710+K13892+K11074+K16959+K17315+K11084+K15578+K20490+K10241+K15497+K10234+K19310+K19973+K05663+K10038+K10235+K20492+K16957+K02047+K05643+K05666+K11075+K05665+K10232+K16920+K05659+K02001+K05662+K19340+K02002+K05673+K11963+K16958+K16906+K05667+K06160+K16905+K10025+K17238+K16915+K17316+K11961+K17314+K16962+K10199+K16201+K17209+K11080+K05668+K10824+K05655+K16921+K09688+K16202+K10004+K09972+K10242+K10037+K09997+K17062+K18892+K13409+K10014+K17325+K18895+K05674+K05641+K05664+K05642+K05672+K05648+K18891+K05656+K05644+K05671+K05032+K05654+K05670+K12536+K05031+K05033+K10018+K05669+K05646+K05647+K17326+K11952+K19341+K16956+K09695+K17311+K05653+K18217+K10024+K06858+K05650+K05679+K10229+K16200+K12292+K17331+K10021+K14699+K10023+K05661+K10191+K19228+K10003+K19975+K19229+K06073+K17330+K17207+K11082+K18894+K11604+K10022+K10195+K10019+K15579,15497270
ko02020,Two-component system,232416,206868,227372,283844,240188,298432,240478,503978,245024,270222,259928,339090,389960,245792,233982,247404,231192,271246,247366,251884,290396,296178,300402,318112,301180,354270,258486,262088,365418,353216,http://www.genome.jp/kegg-bin/show_pathway?ko02020+K01643+K08641+K03412+K02040+K01915+K02313+K07652+K07783+K00244+K03406+K03092+K07636+K07646+K00626+K00027+K10914+K07720+K07260+K04771+K07699+K02406+K01077+K18346+K07793+K02405+K03407+K01644+K02556+K09697+K09474+K07716+K03367+K07718+K01034+K00575+K07667+K07650+K01035+K07658+K02106+K07638+K07770+K07813+K07668+K07657+K00425+K01910+K07706+K02650+K07696+K11691+K03413+K03563+K13584+K13927+K03408+K00990+K11618+K00426+K04751+K11688+K12340+K09696+K07811+K03415+K00412+K18350+K07710+K07777+K07775+K18856+K20488+K03740+K07659+K19668+K10697+K05964+K18866+K07644+K18324+K13924+K07792+K07769+K11621+K11614+K13487+K08372+K14205+K07640+K07698+K07704+K13587+K11329+K07651+K11690+K20485+K07683+K01467+K07713+K07794+K13599+K03620+K18349+K11626+K11615+K07639+K05966+K11603+K18344+K20978+K07678+K02584+K07714+K11635+K11636+K02487+K02488+K07799+K07685+K11443+K10943+K02398+K01646+K13490+K07666+K07707+K07700+K07697+K20483+K00689+K20487+K18348+K14983+K11631+K14982+K03739+K07719+K18345+K20491+K13588+K07673+K07705+K11382+K14188+K07690+K13532+K07648+K07654+K07715+K00374+K07782+K07665+K19641+K07795+K07717+K07679+K07712+K20486+K18940+K08358+K07642+K12530+K02490+K07669+K11689+K07787+K00370+K18941+K11637+K13533+K08083+K02668+K13598+K18986+K01113+K07661+K07776+K07806+K20490+K07662+K02491+K07684+K07664+K20489+K02657+K02667+K10125+K20484+K20339+K11623+K07645+K20492+K05874+K07768+K00692+K11692+K00371+K19611+K11357+K07701+K07675+K10715+K12532+K10126+K18347+K00245+K07803+K15739+K07771+K07788+K11103+K07649+K06046+K07789+K11356+K03532+K11617+K07798+K12296+K13815+K07709+K14980+K20974+K00066+K10912+K07686+K07784+K10941+K07660+K10004+K07656+K11383+K11231+K14989+K11230+K14988+K20340+K07688+K00246+K08930+K07674+K03776+K14981+K00373+K07694+K07774+K07689+K11624+K11384+K15859+K20264+K05875+K14986+K11521+K07670+K07693+K07680+K13040+K02658+K02660+K00413+K20977+K07677+K13488+K08082+K13491+K10942+K01547+K00406+K20976+K11444+K00247+K07703+K06596+K11641+K12531+K19616+K07778+K08479+K07647+K07653+K05597+K11328+K07641+K10682+K07708+K20975+K12292+K07672+K07692+K07663+K18444+K07695+K00404+K00411+K05338+K07800+K10003+K07797+K08738+K05876+K06080+K01548+K01546+K18094+K07687+K20973+K11711+K02659+K00405+K12295+K07773,8566412
ko02024,Quorum sensing,400802,337402,405666,477656,389956,332380,284258,595686,441966,446824,450480,430630,436596,420508,400656,391580,412188,389294,381192,391020,441242,428596,384142,431506,478706,541624,415278,407306,443534,425832,http://www.genome.jp/kegg-bin/show_pathway?ko02024+K01626+K02035+K15582+K01997+K01995+K12257+K01580+K03070+K01897+K02031+K02033+K03076+K03106+K03110+K03100+K15580+K10823+K02055+K15583+K10914+K15581+K03217+K02032+K11749+K02034+K07699+K01999+K01998+K01218+K15654+K20265+K01996+K20345+K07173+K01342+K07667+K20276+K07813+K01657+K07706+K01728+K11752+K11216+K03073+K03075+K03666+K02053+K20344+K03210+K02250+K06998+K18139+K07177+K20488+K13277+K03071+K10555+K20527+K10557+K08321+K13075+K02052+K20485+K02054+K14645+K01114+K09936+K11031+K20530+K20391+K07344+K01658+K07666+K10556+K07707+K20533+K20483+K20487+K20271+K14983+K14647+K10558+K20532+K14982+K20491+K15655+K20480+K11530+K07715+K07782+K20486+K02490+K18306+K12990+K20373+K01364+K11063+K20531+K20490+K15656+K20489+K01497+K01635+K20484+K20339+K07645+K20492+K11531+K01318+K01399+K10715+K06046+K20529+K20342+K12296+K13815+K20528+K10912+K20266+K20333+K08777+K20340+K20331+K14051+K20264+K20273+K07680+K20327+K20260+K20274+K20388+K20385+K12292+K07692+K08605+K07800+K09823+K20379+K12295,12614506
ko02025,Biofilm formation - Pseudomonas aeruginosa,7150,6480,6982,8146,8468,26752,21576,44636,6960,7812,7414,27170,33282,7196,7520,9942,6220,12518,8976,10458,11506,12384,25752,28596,11106,29186,9488,10316,27550,25686,http://www.genome.jp/kegg-bin/show_pathway?ko02025+K01768+K10914+K21012+K02405+K01657+K03563+K21011+K03651+K12992+K11912+K13487+K20978+K07678+K16011+K02398+K13490+K01658+K11900+K11907+K21021+K11915+K20968+K11891+K12990+K21020+K21023+K02657+K21000+K11893+K11895+K11901+K11902+K21019+K11903+K21022+K20974+K20972+K10941+K21005+K20971+K07689+K21006+K02658+K21024+K02660+K20977+K11890+K13488+K13491+K20976+K11444+K06596+K20975+K20973+K02659+K21010+K21008,467228
ko02026,Biofilm formation - Escherichia coli,77720,67290,72966,89140,74930,63520,59220,101244,84930,85182,85466,74228,75544,78476,74756,76828,79038,82226,77162,77640,84988,89264,78498,92890,92712,85960,79578,82114,88682,89072,http://www.genome.jp/kegg-bin/show_pathway?ko02026+K01991+K00688+K10914+K00975+K00703+K02405+K07173+K07638+K03563+K04761+K07659+K02777+K11931+K00694+K11936+K07678+K21088+K02398+K03567+K06204+K03087+K07648+K07782+K11531+K05851+K04333+K18968+K12687+K03566+K14051+K21084+K07689+K21085+K07677+K07687+K07773,2421264
ko02030,Bacterial chemotaxis,31544,37630,30222,43376,28318,92250,51370,171422,28388,36242,33244,94084,117330,34604,36306,28272,25006,44344,31882,38778,42074,48278,69276,69536,40012,108852,31120,40574,79550,77994,http://www.genome.jp/kegg-bin/show_pathway?ko02030+K03412+K10439+K10540+K03406+K02557+K02417+K03407+K02556+K02416+K02410+K00575+K03410+K12368+K03411+K03413+K03408+K03415+K13924+K03409+K10108+K05874+K03414+K03776+K05875+K05876,1641878
ko02040,Flagellar assembly,31902,30742,22964,32838,20166,71382,41708,160624,19846,29742,30998,91214,90462,27764,29252,24664,17106,39218,26958,36752,35450,42300,63406,64740,33310,136868,25670,35880,76906,78414,http://www.genome.jp/kegg-bin/show_pathway?ko02040+K02396+K02557+K02392+K02389+K02406+K02407+K02397+K02390+K02405+K02417+K02556+K02401+K02400+K02416+K02410+K02387+K02409+K02412+K02422+K02420+K02388+K02419+K02408+K02421+K02386+K02418+K02414+K02413+K02393+K02394+K02411+K02398+K13820+K02391+K21217,1469246
ko02060,Phosphotransferase system (PTS),14712,13430,12880,16902,21492,28704,23958,69310,14996,16966,16844,41972,36084,14178,12660,19068,13860,20986,18966,17462,19494,22512,48042,71126,20836,104086,18664,19658,56462,53110,http://www.genome.jp/kegg-bin/show_pathway?ko02060+K02768+K02803+K08483+K02795+K02798+K20107+K02809+K20116+K02775+K03475+K08484+K02773+K02755+K02749+K02818+K02810+K02806+K02817+K02745+K20117+K02783+K02761+K02808+K02796+K02778+K02747+K02777+K02770+K02759+K02769+K02746+K02744+K19509+K02799+K02782+K02793+K02821+K19506+K02794+K19508+K02760+K02790+K02757+K10984+K02774+K02781+K02784+K02822+K02756+K17464+K10986+K02771+K11198+K02787+K10985+K19507+K17466+K02786+K02800+K02752+K02802+K11191+K02763+K08485+K02813+K02814,879420
ko03008,Ribosome biogenesis in eukaryotes,11746,9820,11688,13260,14564,34884,48696,33336,11972,13124,13246,41708,16608,12056,10764,13486,11670,12460,12148,12264,12488,13588,36250,20600,14128,20560,13276,14364,20164,25502,http://www.genome.jp/kegg-bin/show_pathway?ko03008+K03685+K07562+K11131+K07178+K14564+K03537+K14561+K14284+K14572+K06943+K03539+K18532+K03264+K14574+K03097+K03538+K07179+K14556+K11130+K14571+K12619+K14575+K14758+K13288+K11883+K14558+K03115+K14567+K14563+K14550+K14554+K14538+K07936+K14569+K14290+K14565+K14521+K14559+K14537+K12845+K12618+K14536+K11129+K11108+K14555+K14548+K14566+K14549+K14539+K14553+K11128+K14560+K14557+K01164+K14552+K14568+K14525,550420
ko03010,Ribosome,321962,260458,305854,370126,313678,285832,286284,396836,331396,339766,350592,351490,307498,332790,300924,323378,311026,315536,316194,316586,349280,334470,304750,290424,390786,278158,333974,325934,307812,305202,http://www.genome.jp/kegg-bin/show_pathway?ko03010+K02945+K02926+K02982+K02967+K02886+K02988+K02864+K02906+K02990+K02987+K02914+K02916+K02887+K02888+K02996+K02879+K02963+K02878+K02896+K02899+K02939+K02911+K02935+K02913+K02959+K02986+K02884+K02919+K02909+K02994+K02867+K02902+K02970+K02876+K02895+K02948+K02863+K02881+K02897+K02933+K02871+K02931+K02890+K02984+K02961+K02892+K02910+K02968+K02946+K02950+K02952+K02956+K02874+K02992+K02954+K02927+K02883+K02870+K02930+K02929+K02974+K02936+K02965+K02877+K02907+K02885+K02872+K02991+K02966+K07590+K02904+K02869+K02979+K02940+K02912+K02868+K02942+K02973+K02995+K02938+K02915+K02977+K02908+K02921+K02882+K02866+K02997+K02944+K02922+K02889+K02975+K02937+K02947+K02960+K02875+K02993+K02978+K02962+K02932+K02941+K02949+K02924+K02880+K02865+K02873+K02989+K02981+K02925+K02893+K02894+K02934+K02976+K02918+K02901+K02891+K02985+K02958+K02998+K02951+K02969+K02955+K02964+K02957+K02898+K02917+K02971+K02953+K02923+K02905+K02983+K02920+K02900+K02980+K02903+K02943,9658996
ko03013,RNA transport,22050,16754,21410,25340,25552,69528,99506,62708,21192,23258,25280,88934,29172,22262,20574,22908,20150,21268,21496,21552,23498,24352,61808,33580,27316,36296,23280,24062,36196,47044,http://www.genome.jp/kegg-bin/show_pathway?ko03013+K00974+K07562+K00784+K03113+K03237+K03537+K14284+K03243+K03242+K03231+K03539+K03259+K14283+K03236+K14297+K03538+K03238+K02516+K03240+K13126+K14314+K03257+K03540+K14326+K03252+K14004+K14307+K14293+K03250+K07936+K14327+K12812+K14290+K12875+K13025+K14292+K03246+K12881+K14298+K03680+K03258+K03262+K14319+K03260+K12160+K03251+K03254+K03239+K14312+K14323+K10577+K01164+K14324+K03754+K03241+K12876+K03248+K12879+K14325+K14525+K12878+K12877+K12883+K03253+K13131+K14306+K14308+K14288+K13171+K12880+K12172+K14310,1018326
ko03015,mRNA surveillance pathway,490,500,878,418,2048,59602,87692,35414,504,724,656,69860,7980,502,660,1298,522,870,1434,854,1394,990,42992,11520,1432,12772,1296,1342,12082,25664,http://www.genome.jp/kegg-bin/show_pathway?ko03015+K06269+K06965+K14284+K03265+K03267+K04354+K11583+K14416+K13126+K15542+K14326+K14404+K04382+K14327+K12812+K11584+K12875+K13025+K03456+K14403+K14376+K12881+K14402+K14411+K14962+K00565+K14407+K14323+K14401+K14399+K14324+K12876+K14325+K12877+K12883+K13917+K14396+K13171+K08873,384390
ko03018,RNA degradation,232804,188984,225496,284128,242298,234528,239808,321236,253138,254460,252838,266026,258808,251098,219728,246748,232206,244244,245710,248840,286024,257534,240254,231620,310570,231444,256894,244776,261908,253420,http://www.genome.jp/kegg-bin/show_pathway?ko03018+K00962+K04043+K04077+K18682+K05592+K03654+K12573+K12574+K03628+K01689+K00850+K00937+K11600+K08300+K00970+K03666+K10643+K11927+K03732+K12589+K07573+K08311+K12600+K03679+K12581+K03514+K12619+K12586+K13126+K12599+K12598+K12604+K12585+K12606+K12614+K14442+K12605+K12618+K12591+K01148+K12584+K03678+K12603+K12596+K12580+K12626+K12621+K12601+K03681+K12627+K12602+K18681+K12613,7517570
ko03020,RNA polymerase,139506,114042,134100,165332,137400,105296,94844,154602,149482,147434,152612,122008,131690,147488,130672,147088,136748,138666,140340,140628,155236,150966,119984,126678,170232,108858,151772,144246,129984,123030,http://www.genome.jp/kegg-bin/show_pathway?ko03020+K03046+K03043+K03040+K03041+K03044+K03047+K03049+K03060+K03056+K03042+K03058+K03048+K13798+K03051+K03006+K03045+K03053+K03050+K03055+K03002+K03021+K13797+K03011+K03010+K14721+K03008+K03059+K03027+K03018+K03007+K03013+K03014+K02999+K03025+K03026+K03016+K03015+K03017+K03000+K03022+K03019+K03020+K03012,4110964
ko03022,Basal transcription factors,1254,1156,1238,1188,2178,8230,10192,7154,856,1208,1370,9600,3488,1134,1052,2098,916,2140,2050,1948,1940,2022,6532,3664,1650,3332,1940,2166,3312,4088,http://www.genome.jp/kegg-bin/show_pathway?ko03022+K03124+K03136+K03120+K10844+K10843+K03126+K03135+K03123+K14651+K03130+K03125+K02202+K03132+K03128+K03131+K03127+K03142+K03133+K03139+K03144+K06634,91096
ko03030,DNA replication,300922,231582,280112,347864,294144,227624,197568,373726,305792,319552,331678,268136,285918,310634,275776,297182,286852,290210,290400,291862,326308,309922,281220,290844,368368,286292,309826,303128,299290,288652,http://www.genome.jp/kegg-bin/show_pathway?ko03030+K02341+K02338+K02335+K03763+K01972+K02314+K02337+K02342+K02343+K02340+K02316+K10726+K04801+K04802+K03469+K07466+K03471+K02322+K03470+K03111+K10747+K18882+K04799+K04800+K02323+K02540+K02319+K02339+K02683+K02327+K02210+K10743+K10742+K14159+K10739+K02542+K10756+K10754+K02684+K02320+K02209+K02324+K02541+K02212+K10755+K02685+K02328+K02325+K02321+K03506,8871384
ko03040,Spliceosome,58,122,102,86,40,39228,56970,19968,140,74,70,49602,4706,132,122,122,106,106,52,118,96,64,24500,5558,68,6388,188,126,6880,13482,http://www.genome.jp/kegg-bin/show_pathway?ko03040+K03283+K12856+K12741+K12828+K12815+K12818+K06063+K11092+K12896+K12854+K12816+K12813+K12842+K12867+K12812+K12855+K12875+K12872+K13025+K12837+K12827+K12881+K12852+K12662+K11094+K11099+K12860+K12845+K12830+K12829+K12849+K11087+K12833+K12836+K12893+K12825+K12821+K12811+K12859+K12826+K12820+K12874+K12869+K12862+K12847+K12817+K12831+K11093+K12822+K12858+K12857+K12819+K11086+K12824+K12870+K12863+K12873+K11097+K09564+K12843+K11096+K12844+K12626+K12876+K12879+K12850+K12864+K12621+K12878+K11088+K12897+K12868+K12877+K12883+K11095+K12834+K12832+K12627+K09567+K11091+K12880+K11098+K12814,229274
ko03050,Proteasome,882,708,1084,716,2298,21154,28600,13554,742,1004,968,23668,4666,902,760,1718,630,1196,1422,1214,896,1466,18698,5836,1182,6356,1812,1894,6594,12150,http://www.genome.jp/kegg-bin/show_pathway?ko03050+K03420+K03433+K02739+K03432+K03028+K03039+K03062+K02725+K03038+K03064+K02738+K02727+K02736+K02728+K03029+K03030+K03035+K02726+K03032+K02732+K03065+K03033+K03036+K02730+K02731+K03061+K03066+K10881+K02729+K02735+K03063+K02734+K03037+K06691+K02737+K03031+K13527,164770
